Seed,Score,ExecTime,N,M,T,U,GridMean,GridStd,GridMax,GridMin,AvgGradient,MaxGradient,HighValueConcentration,MaxDistFromCenter,CenterEdgeRatio,CenterMean,EdgeMean,CornersMean,EnemyAvgDistance,EnemySpread,EnemyCentroidFromCenter,EnemyAvgValue,EnemyMinDistToHighValue
0858,71787,1868,10,6,100,3,1000.00,512.20,2050,313,591.51,1452,6.31,7.00,0.94,963.53,1020.52,881.75,6.00,1.07,0.67,1237.00,3.00
0859,116460,1822,10,8,100,5,1000.00,387.56,2449,583,146.44,883,1.55,3.00,1.13,1080.28,954.84,768.75,7.60,2.21,2.20,1160.60,3.80
0860,199724,1816,10,7,100,1,1000.00,176.17,1304,699,214.84,583,4.58,2.00,1.03,1019.86,988.83,1008.25,0.00,0.00,3.00,1100.00,3.00
0861,105427,1867,10,6,100,5,1000.00,377.27,1524,388,207.81,1090,3.50,7.00,1.30,1174.75,901.70,664.50,5.60,2.32,0.40,1004.80,1.80
0862,130439,1873,10,3,100,4,1000.00,255.32,1859,620,120.88,409,1.87,7.00,1.02,1010.06,994.34,1002.50,8.00,2.17,2.67,927.67,7.00
0863,612826,1879,10,2,100,3,1000.00,278.61,2004,817,111.16,1187,4.08,6.00,0.89,926.36,1041.42,1153.50,6.00,0.00,1.00,836.50,2.50
0864,147232,1878,10,4,100,3,1000.00,203.78,1575,594,198.59,537,2.26,1.00,1.19,1114.47,935.61,960.50,8.00,2.71,1.67,971.33,2.67
0865,114685,1881,10,3,100,2,1000.00,159.47,1266,765,180.08,495,5.80,5.00,0.97,983.67,1009.19,1139.75,10.00,0.00,2.00,1212.50,1.00
0866,101526,1841,10,8,100,5,1000.00,194.89,1379,531,117.28,423,2.21,2.00,1.29,1167.72,905.66,732.25,6.40,2.24,0.60,1062.00,1.80
0867,193045,1880,10,6,100,3,1000.00,114.92,1369,827,60.80,172,1.50,5.00,1.05,1033.17,981.34,925.50,6.00,1.35,2.33,986.00,3.33
0868,304159,1869,10,3,100,5,1000.00,207.29,1742,715,81.27,321,1.62,4.00,1.10,1061.25,965.55,864.50,5.33,0.84,4.33,842.33,5.00
0869,146899,1844,10,8,100,2,1000.00,421.13,1719,384,474.88,1258,5.60,3.00,0.99,992.86,1004.02,1157.75,6.00,0.00,4.00,1335.00,0.50
0870,120590,1884,10,3,100,4,1000.00,230.51,2023,874,106.55,1139,5.29,5.50,0.96,973.03,1015.17,954.00,9.33,0.88,3.00,1249.67,1.67
0871,254637,1882,10,3,100,1,1000.00,148.40,1234,713,161.24,498,4.71,4.00,1.01,1006.03,996.61,970.75,0.00,0.00,6.00,804.00,2.00
0872,155787,1865,10,5,100,3,1000.00,231.82,1871,659,103.58,620,1.71,4.00,1.32,1182.92,897.11,761.50,8.67,2.34,2.67,976.00,3.00
0873,210012,1891,10,6,100,4,1000.00,165.44,1616,749,48.61,234,1.69,7.00,1.04,1028.19,984.14,926.75,6.00,2.50,2.00,1003.75,5.00
0874,91888,1867,10,6,100,5,1000.00,416.48,1816,405,463.72,1385,4.18,5.00,0.87,915.94,1047.28,800.75,6.60,1.21,1.80,1294.60,1.20
0875,93592,1868,10,3,100,2,1000.00,191.66,1680,664,88.31,428,2.20,3.00,1.17,1100.03,943.73,791.50,11.00,0.00,0.50,934.50,2.50
0876,246684,1838,10,6,100,1,1000.00,476.82,2291,348,525.89,1884,2.64,2.00,1.32,1182.14,897.55,1066.75,0.00,0.00,3.00,690.00,2.00
0877,132468,1888,10,4,100,4,1000.00,310.92,1878,739,173.69,1017,1.62,2.00,1.38,1214.36,879.42,894.00,9.33,2.25,3.00,899.25,5.00
0878,120076,1911,10,5,100,2,1000.00,289.19,1496,541,349.04,908,3.64,4.00,1.09,1058.44,967.12,905.50,2.00,0.00,5.00,1437.00,0.00
0879,279638,1838,10,6,100,1,1000.00,376.59,1717,426,435.73,1287,5.47,4.00,1.11,1064.97,963.45,1062.25,0.00,0.00,4.00,1688.00,0.00
0880,125887,1858,10,2,100,5,1000.00,220.56,1695,592,144.53,574,2.56,7.00,0.98,987.22,1007.19,1098.25,8.00,0.00,5.00,834.50,3.00
0881,136844,1861,10,2,100,5,1000.00,620.14,3175,512,194.68,809,1.69,6.00,0.87,914.67,1048.00,890.25,5.00,0.00,2.50,755.50,5.50
0882,106262,1880,10,4,100,2,1000.00,242.75,1673,632,122.68,664,2.15,4.00,1.02,1010.50,994.09,934.50,4.00,0.00,0.00,1014.50,3.00
0883,277011,1873,10,2,100,2,1000.00,631.12,2635,265,467.99,2245,2.05,3.00,1.02,1012.22,993.12,1095.00,12.00,0.00,3.00,874.00,7.50
0884,83549,1859,10,5,100,5,1000.00,72.42,1113,871,84.37,240,5.58,4.00,0.99,992.75,1004.08,1079.50,6.40,1.53,0.80,961.40,2.60
0885,124115,1850,10,6,100,3,1000.00,182.13,1341,712,230.90,567,4.23,2.00,0.96,973.39,1014.97,1023.75,6.67,0.51,4.67,975.67,2.33
0886,78787,1821,10,4,100,4,1000.00,513.35,2524,318,223.74,741,1.69,6.00,1.32,1186.17,895.28,747.50,7.17,2.53,2.75,1430.00,2.50
0887,208437,1817,10,8,100,1,1000.00,319.08,2441,551,229.47,1262,2.36,4.00,1.24,1142.36,919.92,855.75,0.00,0.00,5.00,1354.00,0.00
0888,167911,1853,10,8,100,2,1000.00,404.28,2222,424,437.42,1701,2.99,3.00,1.22,1128.19,927.89,706.50,3.00,0.00,5.50,553.50,1.50
0889,152353,1876,10,3,100,2,1000.00,424.41,2129,491,315.22,1413,1.90,3.00,0.92,950.39,1027.91,637.75,9.00,0.00,3.50,1356.50,3.00
0890,126297,1885,10,4,100,5,1000.00,339.31,1715,490,358.60,1165,3.62,2.00,1.04,1025.72,985.53,908.00,3.83,1.47,2.25,1132.75,2.00
0891,126270,1869,10,3,100,3,1000.00,345.16,2137,587,166.15,557,1.59,2.00,1.54,1290.50,836.59,646.50,10.00,2.87,1.67,796.00,5.33
0892,234491,1867,10,8,100,4,1000.00,206.10,1429,554,65.21,241,2.17,6.00,1.15,1093.28,947.53,785.00,5.17,1.32,1.75,1158.50,1.75
0893,100594,1884,10,5,100,4,1000.00,307.89,2344,570,177.45,876,1.87,5.00,1.02,1013.86,992.20,965.50,6.83,2.59,1.75,918.75,6.00
0894,157220,1844,10,8,100,3,1000.00,65.19,1106,892,77.91,212,6.12,7.33,1.00,1001.14,999.36,985.25,6.67,2.00,3.00,949.00,2.00
0895,105052,1844,10,8,100,5,1000.00,396.60,2798,453,340.94,1416,1.93,2.00,1.35,1197.67,888.81,1007.50,6.00,2.10,1.20,1016.80,2.40
0896,162017,1890,10,2,100,5,1000.00,233.63,1379,637,256.34,689,5.44,6.00,0.92,949.08,1028.64,1044.00,7.00,0.00,3.50,729.00,2.50
0897,292798,1877,10,3,100,2,1000.00,102.36,1162,810,103.66,329,4.60,3.00,0.99,992.81,1004.05,951.50,2.00,0.00,6.00,927.00,2.00
0898,120266,1845,10,8,100,4,1000.00,749.54,3619,286,340.09,1523,1.79,5.00,0.93,953.83,1025.97,609.75,4.17,1.55,2.75,681.25,4.75
0899,246369,1846,10,6,100,1,1000.00,438.55,2907,452,263.55,1199,1.45,4.00,1.33,1189.25,893.55,657.25,0.00,0.00,5.00,925.00,7.00
0900,146993,1871,10,6,100,4,1000.00,200.20,1847,669,116.19,433,1.75,2.00,1.27,1159.00,910.56,806.25,7.33,1.47,3.50,982.00,3.25
0901,74051,1849,10,5,100,5,1000.00,284.46,1761,566,249.09,807,5.11,8.00,0.95,965.42,1019.45,948.50,7.40,1.56,1.20,885.60,2.40
0902,148779,1833,10,7,100,1,1000.00,236.76,1406,628,272.58,754,4.60,7.00,1.11,1065.31,963.27,1062.25,0.00,0.00,4.00,1343.00,0.00
0903,102767,1870,10,5,100,5,1000.00,382.84,1773,471,413.01,1245,5.06,7.00,1.01,1004.33,997.56,1037.75,3.20,1.49,1.40,744.80,2.00
0904,263130,1856,10,5,100,1,1000.00,226.22,1468,526,110.81,364,2.23,5.00,1.11,1068.64,961.39,847.00,0.00,0.00,5.00,907.00,4.00
0905,87434,1880,10,4,100,3,1000.00,132.06,1439,888,64.93,520,2.81,3.00,0.99,994.39,1003.16,965.00,10.00,4.14,1.67,986.33,2.00
0906,183185,1860,10,4,100,1,1000.00,92.25,1144,828,100.90,301,5.08,3.00,0.98,989.25,1006.05,963.50,0.00,0.00,5.00,1100.00,1.00
0907,111778,1861,10,6,100,3,1000.00,39.11,1059,929,47.16,124,4.61,5.00,1.00,997.25,1001.55,1010.75,6.00,1.84,0.67,977.00,1.00
0908,137164,1862,10,3,100,1,1000.00,231.00,1366,624,251.62,687,4.00,6.00,1.00,999.61,1000.22,1068.00,0.00,0.00,7.00,1155.00,2.00
0909,107535,1868,10,3,100,3,1000.00,313.12,1790,591,125.49,391,1.69,9.00,1.02,1013.75,992.27,997.50,8.00,2.08,2.00,952.00,5.33
0910,87208,1796,10,7,100,2,1000.00,639.92,2951,300,465.22,2561,2.07,4.00,0.78,848.17,1085.41,1090.50,6.00,0.00,4.00,1583.50,2.00
0911,136516,1856,10,8,100,5,1000.00,293.26,1556,527,327.89,987,4.23,4.00,1.08,1049.06,972.41,1051.50,8.60,2.69,0.80,1034.40,1.60
0912,110344,1785,10,7,100,4,1000.00,506.33,2040,273,304.97,1137,2.63,4.00,1.37,1207.86,883.08,686.75,5.33,1.73,4.50,1064.00,1.75
0913,392047,1890,10,2,100,3,1000.00,462.62,2004,394,504.32,1561,4.89,4.00,0.98,985.08,1008.39,997.75,3.00,0.00,5.50,1386.00,2.50
0914,99989,1825,10,8,100,3,1000.00,325.63,1595,495,371.45,1025,4.92,5.00,0.96,975.47,1013.80,909.50,6.67,1.90,3.33,1042.67,2.00
0915,253466,1837,10,7,100,1,1000.00,151.10,1220,749,161.64,469,5.14,7.00,1.00,998.11,1001.06,1006.50,0.00,0.00,7.00,1167.00,3.00
0916,431347,1857,10,2,100,1,1000.00,453.83,1851,354,534.44,1352,5.21,4.00,1.03,1019.75,988.89,606.25,0.00,0.00,6.00,437.00,4.00
0917,212866,1849,10,2,100,5,1000.00,280.86,1557,564,372.65,943,5.22,8.00,0.92,948.81,1028.80,826.75,2.00,0.00,5.00,901.00,2.00
0918,89914,1854,10,5,100,4,1000.00,371.33,1678,470,431.99,1177,4.60,5.00,0.93,957.33,1024.00,957.25,9.33,2.45,0.00,927.25,2.00
0919,77356,1841,10,8,100,4,1000.00,311.53,2514,509,271.34,1209,3.62,4.00,1.13,1076.72,956.84,882.50,6.67,1.83,1.50,1071.00,2.50
0920,152111,1865,10,3,100,2,1000.00,316.54,2293,507,164.60,548,1.74,6.00,1.00,998.33,1000.94,906.00,8.00,0.00,2.00,946.50,3.00
0921,94331,1888,10,4,100,5,1000.00,689.07,3203,163,391.14,1422,1.62,3.00,1.61,1321.00,819.44,863.25,7.50,1.47,4.25,1044.75,4.25
0922,49313,1836,10,8,100,3,1000.00,226.63,2251,718,112.17,867,1.60,5.00,1.11,1068.03,961.73,910.25,8.67,0.88,3.00,987.33,5.00
0923,125279,1889,10,4,100,4,1000.00,236.78,1445,827,65.14,604,1.97,7.00,0.94,963.50,1020.53,981.75,6.67,1.15,1.50,1133.25,3.25
0924,135959,1842,10,7,100,3,1000.00,230.78,1410,630,249.00,737,5.14,5.00,0.91,937.78,1035.00,954.25,10.67,3.48,0.33,965.33,2.00
0925,112150,1824,10,8,100,4,1000.00,217.16,1918,729,57.93,478,2.58,8.00,0.99,995.42,1002.58,983.50,6.67,1.71,1.50,897.50,5.75
0926,57936,1870,10,5,100,5,1000.00,484.32,2325,455,306.66,1752,2.05,7.00,1.05,1029.61,983.34,815.50,8.20,1.08,1.80,1232.40,4.20
0927,149266,1862,10,7,100,2,1000.00,380.18,2331,473,412.57,1781,5.75,5.00,0.92,944.72,1031.09,949.25,2.00,0.00,8.00,1374.00,1.00
0928,244803,1859,10,4,100,1,1000.00,594.19,2959,330,557.38,1922,2.55,6.00,1.08,1049.17,972.34,609.50,0.00,0.00,5.00,1678.00,5.00
0929,275773,1887,10,2,100,5,1000.00,292.62,1999,807,119.37,1127,3.12,7.00,0.93,954.11,1025.81,885.50,3.00,0.00,3.50,982.00,2.50
0930,107439,1886,10,4,100,5,1000.00,571.39,2299,246,418.52,1929,2.45,6.00,1.33,1188.97,893.70,797.50,9.33,2.38,2.50,918.75,4.00
0931,97064,1828,10,8,100,3,1000.00,597.77,2728,435,184.13,668,1.69,8.00,0.89,928.56,1040.19,972.00,4.67,1.17,3.67,718.00,6.33
0932,263584,1839,10,3,100,1,1000.00,326.35,1553,472,394.12,1048,4.48,3.00,1.02,1015.19,991.45,943.75,0.00,0.00,3.00,1532.00,0.00
0933,426173,1865,10,2,100,2,1000.00,178.76,1470,562,74.18,471,2.18,5.00,1.23,1138.25,922.23,732.75,11.00,0.00,2.50,993.50,3.50
0934,91577,1826,10,8,100,5,1000.00,239.21,1509,542,131.17,466,1.87,7.00,1.12,1076.44,957.00,882.00,7.80,2.36,1.80,964.00,5.60
0935,452604,1865,10,2,100,3,1000.00,534.79,2339,152,247.73,757,1.55,5.00,1.23,1133.83,924.72,696.00,1.00,0.00,5.50,670.50,9.50
0936,200827,1879,10,2,100,5,1000.00,319.56,1851,526,215.04,838,3.16,1.00,1.26,1153.14,913.86,723.50,9.00,0.00,2.50,912.50,2.50
0937,182620,1844,10,3,100,5,1000.00,260.36,1900,590,138.48,577,1.64,3.00,1.27,1156.97,911.70,779.50,6.00,2.08,3.67,1138.33,2.00
0938,76712,1840,10,6,100,2,1000.00,206.24,1627,650,97.42,390,2.35,3.00,1.09,1055.81,968.61,943.25,6.00,0.00,5.00,893.00,4.50
0939,84033,1819,10,8,100,5,1000.00,389.58,2709,531,215.11,1027,1.87,8.00,0.95,968.81,1017.55,1053.50,6.00,2.39,3.20,1226.60,2.80
0940,269650,1843,10,6,100,1,1000.00,285.83,2405,596,186.98,851,1.69,5.00,1.01,1003.94,997.78,862.00,0.00,0.00,7.00,1091.00,2.00
0941,308709,1837,10,3,100,1,1000.00,515.44,2861,351,425.94,2211,3.85,9.00,0.74,812.69,1105.36,1320.25,0.00,0.00,2.00,792.00,4.00
0942,139787,1852,10,6,100,4,1000.00,430.10,2265,368,496.86,1527,5.32,8.00,0.93,955.72,1024.91,1176.25,6.50,1.47,3.75,940.75,1.00
0943,88841,1884,10,4,100,5,1000.00,235.45,1387,614,271.79,723,4.28,2.00,1.00,999.86,1000.08,1093.00,8.83,1.47,1.75,1132.75,1.75
0944,255484,1900,10,4,100,2,1000.00,232.29,1976,713,80.52,387,1.55,5.00,1.06,1035.92,979.80,869.75,7.00,0.00,2.50,888.00,5.50
0945,138127,1874,10,6,100,3,1000.00,393.73,2789,413,247.06,1075,1.72,2.00,1.77,1387.08,782.27,606.50,6.67,1.20,0.33,1212.00,2.33
0946,192326,1898,10,4,100,4,1000.00,296.68,1800,356,156.69,869,2.88,3.00,1.27,1156.92,911.73,695.00,7.83,0.91,3.25,768.00,3.75
0947,157590,1838,10,7,100,2,1000.00,570.58,2827,255,517.91,1647,1.72,4.00,1.03,1021.17,988.09,763.25,3.00,0.00,5.50,1211.00,7.50
0948,109551,1839,10,7,100,4,1000.00,323.63,2486,507,183.72,791,1.65,4.00,1.23,1137.19,922.83,769.25,4.83,1.70,3.25,847.50,5.75
0949,142517,1873,10,3,100,2,1000.00,333.30,2412,465,128.36,784,1.82,5.00,1.21,1125.56,929.38,791.00,3.00,0.00,4.50,1248.50,1.50
0950,130323,1874,10,7,100,5,1000.00,272.80,1911,608,113.89,415,1.60,5.00,1.08,1047.75,973.14,801.50,6.40,2.17,1.20,870.20,5.20
0951,319933,1843,10,7,100,1,1000.00,240.59,1668,649,133.82,595,1.98,4.00,1.14,1086.69,951.23,824.25,0.00,0.00,8.00,807.00,9.00
0952,138505,1860,10,6,100,4,1000.00,232.68,1358,579,80.03,358,2.20,6.00,1.13,1079.39,955.34,788.75,6.83,1.08,1.75,1059.00,2.50
0953,479092,1864,10,2,100,5,1000.00,257.12,1442,563,293.89,803,4.88,5.00,1.04,1023.92,986.55,1021.75,3.00,0.00,2.50,1248.00,1.50
0954,135979,1887,10,4,100,3,1000.00,24.05,1038,946,28.31,85,5.50,7.50,1.00,1002.33,998.69,997.25,7.33,2.17,1.67,993.33,2.00
0955,69529,1877,10,5,100,5,1000.00,122.72,1171,770,142.75,400,4.31,2.00,0.99,993.28,1003.78,965.00,7.40,1.20,0.60,1039.40,1.80
0956,130169,1831,10,7,100,2,1000.00,178.49,1657,750,80.07,369,1.57,4.00,1.23,1134.33,924.44,824.25,12.00,0.00,0.00,929.00,4.50
0957,100008,1823,10,8,100,3,1000.00,550.51,2042,219,407.08,1718,2.88,3.00,1.37,1208.69,882.61,512.75,6.00,2.03,4.00,960.67,2.67
0958,126555,1882,10,4,100,4,1000.00,194.15,1742,676,70.31,265,1.67,6.00,1.03,1019.17,989.22,916.25,5.33,1.71,3.00,1127.00,2.50
0959,464625,1830,10,4,100,1,1000.00,304.63,1738,561,93.48,485,2.93,6.00,1.01,1007.97,995.52,925.50,0.00,0.00,2.00,814.00,6.00
0960,107791,1816,10,8,100,4,1000.00,486.54,3126,418,294.54,1371,1.98,6.00,0.98,989.14,1006.11,699.50,6.33,2.10,2.00,800.00,5.00
0961,392289,1869,10,2,100,1,1000.00,440.42,1912,234,176.60,573,1.83,6.00,1.16,1095.25,946.42,754.75,0.00,0.00,7.00,1861.00,0.00
0962,159066,1873,10,7,100,3,1000.00,544.92,2195,214,415.94,1428,2.79,5.00,1.31,1177.67,900.06,827.50,6.67,1.53,3.00,935.00,3.33
0963,275832,1862,10,2,100,4,1000.00,386.50,1732,445,418.44,1262,4.31,1.00,0.96,975.56,1013.75,1166.75,10.00,0.00,4.00,898.00,2.00
0964,204504,1820,10,8,100,1,1000.00,568.70,2108,295,676.92,1796,4.76,4.50,0.88,921.72,1044.03,1098.25,0.00,0.00,2.00,422.00,2.00
0965,124771,1865,10,5,100,5,1000.00,467.06,2257,411,323.98,1211,1.64,4.00,1.71,1361.58,796.61,802.25,7.00,1.96,3.40,950.80,5.80
0966,282351,1852,10,5,100,1,1000.00,90.72,1149,835,107.86,314,5.88,6.00,0.99,990.78,1005.19,982.00,0.00,0.00,4.00,1018.00,2.00
0967,313263,1897,10,2,100,4,1000.00,48.42,1080,906,57.93,169,5.02,6.00,1.00,998.25,1000.98,990.25,6.00,0.00,5.00,917.00,2.50
0968,72237,1836,10,8,100,5,1000.00,233.05,1827,600,143.79,430,2.17,5.00,1.05,1033.83,980.97,805.75,7.60,1.31,0.80,1006.80,3.00
0969,123237,1863,10,8,100,3,1000.00,500.56,2160,447,136.56,599,1.64,4.00,1.24,1143.47,919.30,663.50,7.33,0.51,2.67,589.00,6.67
0970,114471,1873,10,4,100,4,1000.00,410.47,2085,337,122.38,501,1.87,8.00,1.13,1076.92,956.73,855.50,7.00,1.65,1.50,1226.25,3.25
0971,118381,1843,10,8,100,3,1000.00,293.03,2229,620,165.50,889,2.53,5.00,1.27,1155.50,912.53,827.75,6.67,1.84,2.67,1022.33,1.67
0972,100588,1869,10,4,100,4,1000.00,524.46,2050,320,578.30,1707,4.55,3.00,1.00,1002.69,998.48,1004.50,8.33,3.00,2.50,1172.25,1.75
0973,98584,1805,10,8,100,1,1000.00,259.78,1444,569,303.54,837,4.46,6.00,1.06,1036.00,979.75,947.50,0.00,0.00,8.00,1223.00,1.00
0974,157498,1869,10,4,100,1,1000.00,74.73,1121,850,86.93,247,5.93,8.00,1.02,1012.61,992.91,1026.25,0.00,0.00,4.00,962.00,2.00
0975,244875,1832,10,6,100,1,1000.00,436.47,1808,328,491.48,1424,5.52,3.00,0.85,895.64,1058.70,657.75,0.00,0.00,6.00,1439.00,1.00
0976,118080,1851,10,7,100,5,1000.00,398.26,2304,447,442.38,1824,3.59,1.00,1.16,1096.31,945.83,541.00,8.00,2.19,1.40,851.20,2.20
0977,253036,1814,10,8,100,1,1000.00,289.16,2248,511,156.87,641,4.66,5.00,0.95,967.11,1018.50,1052.25,0.00,0.00,9.00,1071.00,2.00
0978,236528,1861,10,3,100,1,1000.00,284.07,1871,539,274.95,1181,4.02,4.00,1.10,1063.53,964.27,781.50,0.00,0.00,8.00,1113.00,1.00
0979,220605,1850,10,5,100,1,1000.00,2.48,1004,992,2.75,11,4.84,4.80,1.00,1000.19,999.89,1001.50,0.00,0.00,3.00,1002.00,1.00
0980,190672,1875,10,3,100,2,1000.00,448.70,1956,187,171.54,796,1.69,5.00,1.14,1086.28,951.47,800.50,5.00,0.00,3.50,689.50,5.50
0981,110517,1863,10,7,100,4,1000.00,249.18,2276,701,86.49,716,1.55,4.00,1.19,1111.61,937.22,828.00,7.17,2.48,0.25,1060.25,3.50
0982,104761,1880,10,5,100,4,1000.00,528.35,2334,325,224.43,963,1.67,6.00,1.20,1116.64,934.39,858.00,6.17,2.04,2.75,1027.50,4.25
0983,116626,1858,10,4,100,5,1000.00,229.09,1934,620,117.16,519,1.80,2.00,1.28,1161.83,908.97,778.00,6.50,2.02,3.25,1127.50,2.25
0984,130797,1861,10,6,100,5,1000.00,472.71,1895,312,546.07,1556,5.11,3.00,1.04,1027.56,984.50,727.00,6.80,2.49,1.60,834.00,1.00
0985,150106,1842,10,8,100,2,1000.00,359.29,1974,493,229.03,924,1.87,7.00,0.97,982.89,1009.62,987.50,8.00,0.00,4.00,906.00,7.00
0986,234728,1894,10,4,100,3,1000.00,271.75,2165,639,229.92,1463,4.02,7.00,0.90,935.78,1036.12,1180.50,6.00,0.19,3.33,953.33,1.67
0987,108007,1877,10,4,100,4,1000.00,89.24,1148,847,93.93,280,4.66,7.00,1.03,1020.78,988.31,1029.25,5.83,0.91,1.75,1008.50,2.25
0988,337449,1856,10,3,100,1,1000.00,250.01,1500,568,269.55,788,4.57,4.00,0.98,985.17,1008.34,1010.75,0.00,0.00,4.00,837.00,3.00
0989,269288,1813,10,8,100,1,1000.00,505.06,2048,182,219.19,693,1.85,9.00,1.04,1023.81,986.61,811.00,0.00,0.00,7.00,1995.00,0.00
0990,44723,1839,10,7,100,4,1000.00,527.68,1981,278,550.26,1612,4.76,5.00,1.21,1125.56,929.38,676.25,4.83,1.58,3.75,1259.00,2.25
0991,154311,1871,10,6,100,5,1000.00,265.43,1805,537,155.48,592,1.70,4.00,1.21,1124.67,929.88,783.25,5.80,2.68,2.20,1171.80,2.00
0992,94401,1857,10,7,100,3,1000.00,335.44,1944,753,129.06,1132,1.64,5.00,0.85,895.94,1058.53,1149.25,6.67,2.00,3.33,886.67,8.33
0993,89455,1836,10,5,100,5,1000.00,359.32,2227,420,303.05,862,2.20,8.00,0.91,943.22,1031.94,1196.75,6.20,1.52,1.80,858.00,5.40
0994,129372,1864,10,4,100,5,1000.00,314.63,2605,636,142.50,847,1.67,7.00,0.93,955.75,1024.89,973.50,6.67,1.11,4.00,1162.00,2.50
0995,189711,1867,10,4,100,4,1000.00,173.67,1645,696,96.08,349,1.67,8.00,1.02,1015.61,991.22,973.00,4.17,0.91,3.75,954.25,6.75
0996,149181,1862,10,3,100,3,1000.00,162.83,1258,687,180.99,562,3.88,1.00,1.02,1009.86,994.45,955.50,7.33,1.39,2.67,1013.67,2.00
0997,128536,1868,10,4,100,2,1000.00,75.34,1113,862,95.11,229,4.93,4.00,1.00,997.39,1001.47,977.00,4.00,0.00,3.00,992.00,2.50
0998,234879,1835,10,4,100,1,1000.00,174.31,1409,589,121.77,370,2.20,2.00,1.19,1113.22,936.31,780.25,0.00,0.00,8.00,702.00,5.00
0999,131260,1809,10,6,100,3,1000.00,273.82,1669,490,85.27,491,1.79,2.00,1.29,1169.14,904.86,733.50,7.33,2.65,2.67,1108.33,2.00
